question,answer
Q: What does it mean to run a DB Instance as a read replica?,"
Read replicas make it easy to take advantage of supported engines' built-in replication functionality to elastically scale out beyond the capacity constraints of a single DB instance for read-heavy database workloads. You can create a read replica with a few clicks in the AWS Management Console or using the CreateDBInstanceReadReplica API. Once the read replica is created, database updates on the source DB instance will be replicated using a supported engine's native, asynchronous replication. You can create multiple read replicas for a given source DB Instance and distribute your application’s read traffic amongst them.
Since read replicas use supported engines' built-in replication, they are subject to its strengths and limitations. In particular, updates are applied to your read replica(s) after they occur on the source DB instance, and replication lag can vary significantly. Read replicas can be associated with Multi-AZ deployments to gain read scaling benefits in addition to the enhanced database write availability and data durability provided by <a href=""#36"">Multi-AZ deployments</a>. 
"
Q: When would I want to consider using an Amazon RDS read replica?,"
There are a variety of scenarios where deploying one or more read replicas for a given source DB instance may make sense. Common reasons for deploying a read replica include:
<ul>
<li>Scaling beyond the compute or I/O capacity of a single DB instance for read-heavy database workloads. This excess read traffic can be directed to one or more read replicas.</li>
<li>Serving read traffic while the source DB instance is unavailable. If your source DB Instance cannot take I/O requests (e.g. due to I/O suspension for backups or scheduled maintenance), you can direct read traffic to your read replica(s). For this use case, keep in mind that the data on the read replica may be “stale” since the source DB Instance is unavailable.</li>
<li>Business reporting or data warehousing scenarios; you may want business reporting queries to run against a Read Replica, rather than your primary, production DB Instance.</li>
<li>You may use a read replica for disaster recovery of the source DB instance, either in the same AWS Region or in another Region.</li>
</ul>
"
Q: Do I need to enable automatic backups on my DB instance before I can create read replicas?,"
Yes. Enable automatic backups on your source DB Instance before adding read replicas, by setting the backup retention period to a value other than 0. Backups must remain enabled for read replicas to work. 
"
Q: Which versions of database engines support Amazon RDS read replicas?,"
<i>Amazon Aurora:</i> All DB clusters.
<i>Amazon RDS for MySQL:</i> All DB instances support creation of read replicas. Automatic backups must be and remain enabled on the source DB instance for read replica operations. Automatic backups on the replica are supported only for Amazon RDS read replicas running MySQL 5.6 and later, not 5.5.
<i>Amazon RDS for PostgreSQL:</i> DB instances with PostgreSQL version 9.3.5 or newer support creation of read replicas. Existing PostgreSQL instances prior to version 9.3.5 need to be upgraded to PostgreSQL version 9.3.5 to take advantage of Amazon RDS read replicas.
<i>Amazon RDS for MariaDB:</i> All DB instances support creation of read replicas. Automatic backups must be and remain enabled on the source DB Instance for read replica operations. 
"
Q: How do I deploy a read replica for a given DB instance?,"
You can create a read replica in minutes using the standard CreateDBInstanceReadReplica API or a few clicks on the AWS Management Console. When creating a read replica, you can identify it as a read replica by specifying a SourceDBInstanceIdentifier. The SourceDBInstanceIdentifier is the DB Instance Identifier of the “source” DB Instance from which you wish to replicate. As with a standard DB Instance, you can also specify the Availability Zone, DB instance class, and preferred maintenance window. The engine version (e.g., PostgreSQL 9.3.5) and storage allocation of a read replica is inherited from the source DB instance. When you initiate the creation of a read replica, Amazon RDS takes a snapshot of your source DB instance and begins replication. As a result, you will experience a brief I/O suspension on your source DB instance as the snapshot occurs. The I/O suspension typically lasts on the order of one minute, and is avoided if the source DB instance is a Multi-AZ deployment (in the case of Multi-AZ deployments, snapshots are taken from the standby). Amazon RDS is also currently working on an optimization (to be released shortly) such that if you create multiple Read Replicas within a 30 minute window, all of them will use the same source snapshot to minimize I/O impact (“catch-up” replication for each Read Replica will begin after creation). 
"
Q: How do I connect to my read replica(s)?,"
You can connect to a read replica just as you would connect to a standard DB instance, using the DescribeDBInstance API or AWS Management Console to retrieve the endpoint(s) for you read replica(s). If you have multiple read replicas, it is up to your application to determine how read traffic will be distributed amongst them. 
"
Q: How many read replicas can I create for a given source DB instance?,"
Amazon Aurora allows you to create up to 15 Read Replicas for a given DB Cluster. 
Amazon RDS for MySQL, MariaDB and PostgreSQL allow you to create up to 5 read replicas for a given source DB instance. 
"
Q: Can I create a read replica in an AWS Region different from that of the source DB instance?,"
Yes, Amazon RDS supports cross-region read replicas. The amount of time between when data is written to the source DB instance and when it is available in the read replica will depend on the network latency between the two regions. 
"
Q: Do Amazon RDS read replicas support synchronous replication?,"
No. Read replicas in Amazon RDS for MySQL, MariaDB and PostgreSQL are implemented using those engines' native asynchronous replication. Amazon Aurora uses a different, but still asynchronous, replication mechanism. 
"
Q: Can I use a read replica to enhance database write availability or protect the data on my source DB instance against failure scenarios?,"
If you are looking to use replication to increase database write availability and protect recent database updates against various failure conditions, we recommend you run your DB instance as a Multi-AZ deployment. With Amazon RDS Read Replicas, which employ supported engines' native, asynchronous replication, database writes occur on a read replica after they have already occurred on the source DB instance, and this replication “lag” can vary significantly. In contrast, the replication used by Multi-AZ deployments is synchronous, meaning that all database writes are concurrent on the primary and standby. This protects your latest database updates, since they should be available on the standby in the event failover is required. In addition, with Multi-AZ deployments replication is fully managed. Amazon RDS automatically monitors for DB instance failure conditions or Availability Zone failure and initiates automatic failover to the standby (or to a read replica, in the case of Amazon Aurora) if an outage occurs. 
"
Q: Can I create a read replica with a Multi-AZ DB instance deployment as its source?,"
Yes. Since Multi-AZ DB instances address a different need than read replicas, it makes sense to use the two in conjunction for production deployments and to associate a read replica with a Multi-AZ DB Instance deployment. The “source” Multi AZ-DB instance provides you with enhanced write availability and data durability, and the associated read replica would improve read traffic scalability. 
"
Q: Can I configure my Amazon RDS read replicas themselves Multi-AZ?,"
Yes. Amazon RDS for MySQL, MariaDB and PostgreSQL allow you to enable Multi-AZ configuration on read replicas to support disaster recovery and minimize downtime from engine upgrades. 
"
"Q: If my read replica(s) use a Multi-AZ DB instance deployment as a source, what happens if Multi-AZ failover occurs?","
In the event of Multi-AZ failover, any associated and available read replicas will automatically resume replication once failover has completed (acquiring updates from the newly promoted primary). 
"
Q: Can I create a read replica of another read replica?,"
<i>Amazon Aurora, Amazon RDS for MySQL and MariaDB:</i> You can create a second-tier read replica from an existing first-tier read replica. By creating a second-tier read replica, you may be able to move some of the replication load from the master database instance to a first-tier Read Replica. Please note that a second-tier Read Replica may lag further behind the master because of additional replication latency introduced as transactions are replicated from the master to the first tier replica and then to the second-tier replica. 
<i>Amazon RDS for PostgreSQL:</i> Read Replicas of Read Replicas are not currently supported. 
"
Q: Can my read replicas only accept database read operations?,"
Read replicas are designed to serve read traffic. However, there may be use cases where advanced users wish to complete Data Definition Language (DDL) SQL statements against a read replica. Examples might include adding a database index to a read replica that is used for business reporting, without adding the same index to the corresponding source DB instance. 
Amazon RDS for MySQL can be configured to permit DDL SQL statements against a read replica. If you wish to enable operations other than reads for a given read replica, modify the active DB parameter group for the read replica, setting the “read_only” parameter to “0.”
Amazon RDS for PostgreSQL does not currently support the execution of DDL SQL statements against a read replica. 
"
Q: Can I promote my read replica into a “standalone” DB Instance?,"
Yes. Refer to the <a href=""http://docs.amazonwebservices.com/AmazonRDS/latest/UserGuide/Overview.ReadReplica.html"">Amazon RDS User Guide</a> for more details. 
"
Q: Will my read replica be kept up-to-date with its source DB instance?,"
Updates to a source DB instance will automatically be replicated to any associated read replicas. However, with supported engines' asynchronous replication technology, a read replica can fall behind its source DB instance for a variety of reasons. Typical reasons include:
<ul>
<li>Write I/O volume to the source DB instance exceeds the rate at which changes can be applied to the read replica (this problem is particularly likely to arise if the compute capacity of a read replica is less than the source DB Instance)</li>
<li>Complex or long-running transactions to the source DB Instance hold up replication to the read replica</li>
<li>Network partitions or latency between the source DB instance and a read replica</li>
</ul>
Read Replicas are subject to the strengths and weaknesses of supported engines' native replication. If you are using Read Replicas, you should be aware of the potential for lag between a Read Replica and its source DB Instance, or “inconsistency”. Click <a href=""#98"">here</a> for guidance on what to do if your Read Replica(s) fall significantly behind its source. 
"
Q: How do I see the status of my active read replica(s)?,"
You can use the standard DescribeDBInstances API to return a list of all the DB Instances you have deployed (including Read Replicas), or simply click on the ""Instances"" tab of the Amazon RDS Console. 
Amazon RDS allows you to gain visibility into how far a read replica has fallen behind its source DB instance. The number of seconds that the read replica is behind the master is published as an Amazon CloudWatch metric (""Replica Lag"") available via the AWS Management Console or Amazon CloudWatch APIs. For Amazon RDS for MySQL, the source of this information is the same as that displayed by issuing a standard ""Show Slave Status"" MySQL command against the read replica. For Amazon RDS for PostgreSQL, you can use the pg_stat_replication view on the source DB instance to explore replication metrics. 
Amazon RDS monitors the replication status of your Read Replicas and updates the Replication State field in the AWS Management console to ""Error"" if replication stops for any reason (e.g., attempting DML queries on your replica that conflict with the updates made on the master database instance could result in a replication error). You can review the details of the associated error thrown by the MySQL engine by viewing the Replication Error field and take an appropriate action to recover from it. You can learn more about troubleshooting replication issues in the Troubleshooting a Read Replica Problem section of the User Guide for Amazon RDS for <a adhocenable=""false"" href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_ReadRepl.html#USER_ReadRepl.Troubleshooting"">MySQL</a> or <a adhocenable=""false"" href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_ReadRepl.html#USER_ReadRepl.TroubleshootingPostgreSQL"">PostgreSQL</a>. 
If a replication error is fixed, the Replication State changes to Replicating. 
"
Q: I scaled the compute and/or storage capacity of my source DB instance. Should I scale the resources for associated read replica(s) as well?,"
For replication to work effectively, we recommend that read replicas have as much or more compute and storage resources as their respective source DB instances. Otherwise replication lag is likely to increase or your read replica may run out of space to store replicated updates. 
"
Q: How do I delete a read replica? Will it be deleted automatically if its source DB Instance is deleted?,"
You can easily delete a read replica with a few clicks of the AWS Management Console or by passing its DB Instance identifier to the DeleteDBInstance API. 
An Amazon Aurora replica will stay active and continue accepting read traffic even after its corresponding source DB Instance has been deleted. One of the replicas in the cluster will automatically be promoted as the new master, and will start accepting write traffic. 
An Amazon RDS for MySQL or MariaDB read replica will stay active and continue accepting read traffic even after its corresponding source DB instance has been deleted. If you desire to delete the Read Replica in addition to the source DB instance, you must explicitly do so using the DeleteDBInstance API or AWS Management Console. 
If you delete an Amazon RDS for PostgreSQL DB Instance that has read replicas, all Read Replicas will be promoted to standalone DB Instances and will be able to accept both read and write traffic. The newly promoted DB Instances will operate independently of one another. If you desire to delete these DB Instances in addition to the original source DB Instance, you must explicitly do so using the DeleteDBInstance API or AWS Management Console. 
"
Q: How much do read replicas cost? When does billing begin and end?,"
A read replica is billed as a standard DB Instance and at the same rates. Just like a standard DB instance, the rate per “DB Instance hour” for a read replica is determined by the DB instance class of the read replica – please see <a href=""https://aws.amazon.com/rds/pricing/"">pricing page</a> for up-to-date pricing. You are not charged for the data transfer incurred in replicating data between your source DB instance and read replica within the same AWS Region. 
Billing for a read replica begins as soon as the replica has been successfully created (i.e. when status is listed as “active”). The read replica will continue being billed at standard Amazon RDS DB instance hour rates until you issue a command to delete it.
"
Q: What is Enhanced Monitoring for RDS?,"
Enhanced Monitoring for RDS gives you deeper visibility into the health of your RDS instances. Just turn on the “Enhanced Monitoring” option for your RDS DB Instance and set a granularity and Enhanced Monitoring will collect vital operating system metrics and process information, at the defined granularity.
For an even deeper level of diagnostics and visualization of your database load, and a longer data retention period, you can try <a href=""/rds/performance-insights/"">Performance Insights</a>. 
"
Q: Which metrics and processes can I monitor in Enhanced Monitoring?,"
Enhanced Monitoring captures your RDS instance system level metrics such as the CPU, memory, file system and disk I/O among others. The complete list of metrics can be found in the <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.html"">documentation</a>. 
"
Q: Which engines are supported by Enhanced Monitoring?,"
Enhanced Monitoring supports all RDS database engines.
"
Q: Which instance types are supported by Enhanced Monitoring?,"
Enhanced Monitoring supports every instance type except t1.micro and m1.small. The software uses a small amount of CPU, memory and I/O and for general purpose monitoring, we recommend switching on higher granularities for instances that are medium or larger. For non-production DB Instances, the default setting for Enhanced Monitoring is “off”, and you have the choice of leaving it disabled or modifying the granularity when it is on.
"
Q: What information can I view on the RDS dashboard?,"
You can view all the system metrics and process information for your RDS DB Instances in a graphical format on the console. You can manage which metrics you want to monitor for each instance and customize the dashboard according to your requirements.
"
Q: Will all the instances in my RDS account sample metrics at the same granularity?,"
No. You can set different granularities for each DB Instance in your RDS account. You can also choose the instances on which you want to enable Enhanced Monitoring as well as modify the granularity of any instance whenever you want.
"
Q: How far back can I see the historical metrics on the RDS console?,"
You can see the performance values for all the metrics up to 1 hour back, at a granularity of up to 1 second, based on your settings. 
"
Q: How can I visualize the metrics generated by RDS Enhanced Monitoring in CloudWatch?,"
The metrics from RDS Enhanced Monitoring are delivered into your CloudWatch Logs account. You can create metrics filters in CloudWatch from CloudWatch Logs and display the graphs on the CloudWatch dashboard. For more details, please visit the <a href=""/cloudwatch/pricing/"">Amazon CloudWatch</a> page.
"
Q: When should I use CloudWatch instead of the RDS console dashboard?,"
You should use CloudWatch if you want to view historical data beyond what is available on the RDS console dashboard. You can monitor your RDS instances in CloudWatch to diagnose the health of your entire AWS stack in a single location. Currently, CloudWatch supports granularities of up to 1 minute and the values will be averaged out for granularities less than that.
"
Q: Can I set up alarms and notifications based on specific metrics?,"
Yes. You can create an alarm in CloudWatch that sends a notification when the alarm changes state. The alarm watches a single metric over a time period that you specify, and performs one or more actions based on the value of the metric relative to the specified threshold over a number of time periods. For more details on CloudWatch alarms, please visit the <a href=""http://docs.aws.amazon.com/AmazonCloudWatch/latest/DeveloperGuide/AlarmThatSendsEmail.html"">Amazon CloudWatch Developer Guide</a>.
"
Q: How do I integrate Enhanced Monitoring with my tool that I currently use?,"
RDS Enhanced Monitoring provides a set of metrics formed as JSON payloads which are delivered into your CloudWatch Logs account. The JSON payloads are delivered at the granularity last configured for the RDS instance.
There are two ways you can consume the metrics via a third-party dashboard or application. Monitoring tools can use <a href=""http://docs.aws.amazon.com/AmazonCloudWatch/latest/DeveloperGuide/Subscriptions.html"">CloudWatch Logs Subscriptions</a> to set up a near real time feed for the metrics. Alternatively, you can use filters in CloudWatch Logs to bridge metrics across to CloudWatch to and integrate your application with CloudWatch. Please visit <a href=""http://docs.aws.amazon.com/AmazonCloudWatch/latest/DeveloperGuide/CWL_ES_Stream.html"">Amazon CloudWatch Documentation</a> for more details.
"
Q: How can I delete historical data?,"
Since Enhanced Monitoring delivers JSON payloads into a log in your CloudWatch Logs account, you can control its retention period just like any other CloudWatch Logs stream. The default retention period configured for Enhanced Monitoring in CloudWatch Logs is 30 days. For details on how to change retention settings, please visit <a href=""http://docs.aws.amazon.com/AmazonCloudWatch/latest/DeveloperGuide/WhatIsCloudWatch.html"">Amazon CloudWatch Developer Guide</a>.
"
Q: What impact does Enhanced Monitoring have on my monthly bills?,"
Since the metrics are ingested into CloudWatch Logs, your charges will be based on CloudWatch Logs data transfer and storage rates once you exceed CloudWatch Logs free tier. Pricing details can be found <a href=""/cloudwatch/pricing/"">here</a>. The amount of information transferred for an RDS instance is directly proportional to the defined granularity for the Enhanced Monitoring feature. Administrators can set different granularities for different instances in their accounts to manage costs.
The approximate volume of data ingested into CloudWatch Logs by Enhanced Monitoring for an instance is as shown below: 
"
